Sample Name,Sample Value,Date modified,Lot,Surface,Sub-board,Link Id,Component,Shape,Pin Id,InspectObject Id,InspectWindow Id,Anchor Id,AI Judge,Algorithm Name,Algorithm Version,Element Id,Element Name,Ng Type
UserDefineRadiusBottomRight: Y,-488437,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
UserDefineRadiusBottomRight: Z,0,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
BoxCenter: X,-1234597,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
BoxCenter: Y,-1138437,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
BoxCenter: Z,0,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
InsideAverage,232,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
Inside-Outside,184,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
Circle Match,93,2025/03/14 14:07:11,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
Width,6539790,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,COMPONENT_NG
Height,6532273,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,COMPONENT_NG
ResultType,Found,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,MISSING
TopLeft: X,-3259696,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopLeft: Y,-3261085,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopLeft: Z,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopRight: X,3287610,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopRight: Y,-3231017,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopRight: Z,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomLeft: X,-3289764,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomLeft: Y,3278704,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomLeft: Z,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomRight: X,3257542,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomRight: Y,3308772,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomRight: Z,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Center: X,-4835,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Center: Y,20085,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Center: Z,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Shift: Vector.X,-4835,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Shift: Vector.Y,20085,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Shift: Vector.Z,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Shift: Rotation,0.0605804221084525,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Side Overhang,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
End Overhang,0,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Height,1448,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,3,-1,Ok,FindPlane,1.1.0.0,49,Body,MISSING
InclinationX,8,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,3,-1,Ok,FindPlane,1.1.0.0,49,Body,LIFTED_BODY
InclinationY,14,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,3,-1,Ok,FindPlane,1.1.0.0,49,Body,LIFTED_BODY
HeightProfile: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
PadTipHeight,9,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
TerminalTipEndPosition,15,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
TerminalTipBeginPosition,20,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
Sample_LeadHeight,130,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407396359307263,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
Sample_SolderFlatBrightness,179,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
GerberPadInfoId,788,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
LeadHeight,130,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,99,-1,Ok,LeadSideBlackWhite,1.4.2.0,1,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
PadTipHeight,7,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
TerminalTipEndPosition,15,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
TerminalTipBeginPosition,20,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
Sample_LeadHeight,126,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407396359372801,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
Sample_SolderFlatBrightness,205,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
GerberPadInfoId,791,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
LeadHeight,130,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,377,-1,Ok,LeadSideBlackWhite,1.4.2.0,6,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
PadTipHeight,15,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
TerminalTipEndPosition,18,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
TerminalTipBeginPosition,23,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
Sample_LeadHeight,135,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407396359307264,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
Sample_SolderFlatBrightness,181,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
GerberPadInfoId,754,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
LeadHeight,135,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,379,-1,Ok,LeadSideBlackWhite,1.4.2.0,18,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
PadTipHeight,-17,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
TerminalTipEndPosition,18,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
TerminalTipBeginPosition,23,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
Sample_LeadHeight,129,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407396359503875,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
Sample_SolderFlatBrightness,114,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
GerberPadInfoId,779,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
LeadHeight,131,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,381,-1,Ok,LeadSideBlackWhite,1.4.2.0,24,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
PadTipHeight,-28,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
TerminalTipEndPosition,22,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
TerminalTipBeginPosition,27,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
Sample_LeadHeight,150,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407396359241726,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
Sample_SolderFlatBrightness,107,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
GerberPadInfoId,780,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
LeadHeight,146,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,383,-1,Ok,LeadSideBlackWhite,1.4.2.0,25,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
PadTipHeight,-7,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
TerminalTipEndPosition,17,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
TerminalTipBeginPosition,22,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
Sample_LeadHeight,125,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407396359307263,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
Sample_SolderFlatBrightness,144,2025/03/14 14:07:11,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,NOSOLDER
